사업ID,자회사ID,사업주체,사업유형,사업명,지원금액,시작일자,종료일자,진행현황,종료일자_보정,사업진행일수
P0681,S1064,지자체,인력양성,청년 디지털 일자리 사업,560,2022-11-09,2025-05-21,진행중,2025-05-21,924.0
P0682,S0510,중앙정부,기술사업화,기술이전 사업화 지원,200,2023-05-10,,진행중,2023-12-31,235.0
P0683,S1144,민간기업,기술사업화,TIPS 프로그램,830,2023-08-15,2024-07-20,진행중,2024-07-20,340.0
P0684,S1036,공공기관,위탁용역,신기술 동향 분석 용역,100,2023-02-09,2024-12-23,진행중,2024-12-23,683.0
P0685,S0657,중앙정부,위탁용역,신기술 동향 분석 용역,650,2021-08-17,2023-08-30,완료,2023-08-30,743.0
P0686,S1318,중앙정부,펀드운용,대학창업펀드 조성사업,590,2022-03-31,2024-12-25,진행중,2024-12-25,1000.0
P0687,S1174,중앙정부,위탁용역,지자체 특화산업 연구용역,410,2021-05-02,,완료,2023-12-31,973.0
P0688,S1527,지자체,R&D지원,미래유망 R&D 사업,50,2022-07-25,2024-08-05,진행중,2024-08-05,742.0
P0689,S0001,공공기관,인력양성,첨단산업 인재양성 부트캠프,820,2021-11-08,2024-11-03,진행중,2024-11-03,1091.0
P0690,S1042,지자체,기술사업화,기술이전 사업화 지원,440,2022-01-08,2024-10-29,진행중,2024-10-29,1025.0
P0691,S0112,공공기관,펀드운용,지역혁신 벤처펀드,720,2023-02-25,,진행중,2023-12-31,309.0
P0692,S1229,중앙정부,기술사업화,기술이전 사업화 지원,150,2021-04-10,2023-11-23,완료,2023-11-23,957.0
P0693,S1350,중앙정부,R&D지원,산학연 Collabo R&D,710,2022-06-19,2024-01-02,진행중,2024-01-02,562.0
P0694,S1438,중앙정부,위탁용역,지자체 특화산업 연구용역,180,2023-04-22,2025-10-22,진행중,2025-10-22,914.0
P0695,S1521,공공기관,R&D지원,디딤돌 기술개발,250,2021-05-04,2024-03-21,진행중,2024-03-21,1052.0
P0696,S0805,중앙정부,펀드운용,대학창업펀드 조성사업,920,2021-12-13,2022-09-29,완료,2022-09-29,290.0
P0697,S1551,중앙정부,위탁용역,공공기관 시스템 구축 용역,760,2021-05-07,,진행중,2023-12-31,968.0
P0698,S1827,중앙정부,기술사업화,초기창업패키지,640,2021-01-05,2022-12-29,완료,2022-12-29,723.0
P0699,S1508,중앙정부,위탁용역,공공기관 시스템 구축 용역,620,2023-08-05,,진행중,2023-12-31,148.0
P0700,S1600,민간기업,R&D지원,디딤돌 기술개발,940,2023-04-15,2024-02-20,진행중,2024-02-20,311.0
P0701,S0213,중앙정부,기술사업화,실험실 특화형 창업선도대학,650,2023-06-22,2025-01-15,진행중,2025-01-15,573.0
P0702,S0858,대학,위탁용역,신기술 동향 분석 용역,360,2022-02-12,2023-07-28,완료,2023-07-28,531.0
P0703,S0603,중앙정부,R&D지원,미래유망 R&D 사업,780,2022-12-18,,진행중,2023-12-31,378.0
P0704,S1533,지자체,펀드운용,모태펀드 자펀드 운용,410,2022-12-30,2025-07-21,진행중,2025-07-21,934.0
P0705,S1134,지자체,R&D지원,산학연 Collabo R&D,880,2021-12-20,2024-05-06,진행중,2024-05-06,868.0
P0706,S0272,대학,기술사업화,초기창업패키지,650,2022-07-10,2024-12-16,진행중,2024-12-16,890.0
P0707,S1305,중앙정부,R&D지원,산학연 Collabo R&D,720,2022-05-07,2024-06-21,진행중,2024-06-21,776.0
P0708,S1169,민간기업,인력양성,첨단산업 인재양성 부트캠프,960,2023-07-05,,진행중,2023-12-31,179.0
P0709,S1094,중앙정부,펀드운용,대학창업펀드 조성사업,670,2021-04-20,2021-11-11,완료,2021-11-11,205.0
P0710,S0781,중앙정부,기술사업화,초기창업패키지,350,2023-02-08,2025-10-19,진행중,2025-10-19,984.0
P0711,S0330,대학,기술사업화,초기창업패키지,80,2022-12-09,2025-08-18,진행중,2025-08-18,983.0
P0712,S0605,중앙정부,기술사업화,실험실 특화형 창업선도대학,580,2021-04-15,2023-07-04,완료,2023-07-04,810.0
P0713,S1778,지자체,기술사업화,초기창업패키지,960,2022-10-25,2024-11-17,진행중,2024-11-17,754.0
P0714,S0797,중앙정부,인력양성,첨단산업 인재양성 부트캠프,370,2022-12-11,2025-04-19,진행중,2025-04-19,860.0
P0715,S0097,민간기업,R&D지원,산학연 Collabo R&D,710,2021-02-25,2021-09-06,완료,2021-09-06,193.0
P0716,S1524,중앙정부,기술사업화,기술이전 사업화 지원,290,2023-07-23,,진행중,2023-12-31,161.0
P0717,S1444,공공기관,R&D지원,디딤돌 기술개발,1000,2023-01-13,2024-01-26,진행중,2024-01-26,378.0
P0718,S0603,중앙정부,위탁용역,신기술 동향 분석 용역,240,2023-09-13,2024-09-04,진행중,2024-09-04,357.0
P0719,S1506,지자체,R&D지원,미래유망 R&D 사업,360,2022-07-24,2023-10-17,완료,2023-10-17,450.0
P0720,S0267,중앙정부,펀드운용,대학창업펀드 조성사업,430,2022-04-23,,진행중,2023-12-31,617.0
P0721,S0318,중앙정부,위탁용역,공공기관 시스템 구축 용역,70,2023-03-04,2025-06-01,진행중,2025-06-01,820.0
P0722,S1261,공공기관,R&D지원,산학연 Collabo R&D,100,2023-03-14,2025-09-03,진행중,2025-09-03,904.0
P0723,S0651,지자체,위탁용역,공공기관 시스템 구축 용역,90,2023-03-17,2025-02-11,진행중,2025-02-11,697.0
P0724,S0327,중앙정부,기술사업화,TIPS 프로그램,450,2021-08-15,2024-08-03,진행중,2024-08-03,1084.0
P0725,S0437,지자체,R&D지원,산학연 Collabo R&D,280,2023-09-01,2026-04-08,진행중,2026-04-08,950.0
P0726,S1267,지자체,위탁용역,공공기관 시스템 구축 용역,20,2021-04-28,2023-09-09,완료,2023-09-09,864.0
P0727,S0709,중앙정부,위탁용역,공공기관 시스템 구축 용역,800,2021-09-07,2022-04-15,완료,2022-04-15,220.0
P0728,S1398,민간기업,R&D지원,창업성장기술개발사업,500,2021-09-20,,완료,2023-12-31,832.0
P0729,S1483,중앙정부,위탁용역,지자체 특화산업 연구용역,660,2023-04-03,2025-03-03,진행중,2025-03-03,700.0
P0730,S0913,중앙정부,R&D지원,디딤돌 기술개발,420,2022-06-11,2023-03-02,완료,2023-03-02,264.0
P0731,S0197,중앙정부,위탁용역,공공기관 시스템 구축 용역,690,2021-01-08,2023-04-09,완료,2023-04-09,821.0
P0732,S0135,중앙정부,기술사업화,초기창업패키지,880,2022-03-11,2025-01-09,진행중,2025-01-09,1035.0
P0733,S0213,중앙정부,펀드운용,모태펀드 자펀드 운용,1000,2022-03-22,2024-07-11,진행중,2024-07-11,842.0
P0734,S1673,민간기업,인력양성,청년 디지털 일자리 사업,40,2022-04-16,2024-10-16,진행중,2024-10-16,914.0
P0735,S0680,중앙정부,R&D지원,디딤돌 기술개발,330,2022-07-26,2023-04-04,완료,2023-04-04,252.0
P0736,S1178,공공기관,위탁용역,지자체 특화산업 연구용역,500,2022-04-07,2024-07-10,진행중,2024-07-10,825.0
P0737,S0829,중앙정부,R&D지원,창업성장기술개발사업,690,2021-01-07,2023-04-23,완료,2023-04-23,836.0
P0738,S1476,지자체,인력양성,첨단산업 인재양성 부트캠프,60,2022-12-19,,진행중,2023-12-31,377.0
P0739,S0149,중앙정부,기술사업화,실험실 특화형 창업선도대학,880,2021-11-05,2024-01-15,진행중,2024-01-15,801.0
P0740,S0178,중앙정부,위탁용역,지자체 특화산업 연구용역,510,2023-04-22,2025-08-25,진행중,2025-08-25,856.0
P0741,S0064,중앙정부,기술사업화,초기창업패키지,960,2022-02-05,2010-01-01,진행중,2010-01-01,
P0742,S1634,공공기관,R&D지원,디딤돌 기술개발,390,2022-11-25,,진행중,2023-12-31,401.0
P0743,S1873,대학,위탁용역,공공기관 시스템 구축 용역,480,2023-09-08,,진행중,2023-12-31,114.0
P0744,S1134,민간기업,R&D지원,창업성장기술개발사업,10,2022-08-10,2024-10-08,진행중,2024-10-08,790.0
P0745,S0808,지자체,위탁용역,지자체 특화산업 연구용역,270,2023-02-06,2025-09-02,진행중,2025-09-02,939.0
P0746,S1851,공공기관,R&D지원,디딤돌 기술개발,210,2021-07-08,2022-08-18,완료,2022-08-18,406.0
P0747,S1264,공공기관,R&D지원,디딤돌 기술개발,860,2023-03-30,2010-01-01,진행중,2010-01-01,
P0748,S1746,중앙정부,인력양성,첨단산업 인재양성 부트캠프,600,2022-10-23,,진행중,2023-12-31,434.0
P0749,S0150,중앙정부,R&D지원,창업성장기술개발사업,260,2023-01-14,,진행중,2023-12-31,351.0
P0750,S0998,대학,R&D지원,디딤돌 기술개발,130,2021-10-19,2024-01-11,진행중,2024-01-11,814.0
P0751,S0143,민간기업,R&D지원,미래유망 R&D 사업,430,2022-09-24,,진행중,2023-12-31,463.0
P0752,S0627,지자체,R&D지원,산학연 Collabo R&D,410,2023-09-09,2025-05-19,진행중,2025-05-19,618.0
P0753,S0346,중앙정부,R&D지원,디딤돌 기술개발,920,2023-01-28,2025-05-13,진행중,2025-05-13,836.0
P0754,S0894,중앙정부,R&D지원,산학연 Collabo R&D,620,2022-04-19,2024-01-15,진행중,2024-01-15,636.0
P0755,S0735,공공기관,기술사업화,TIPS 프로그램,230,2022-10-24,2025-01-02,진행중,2025-01-02,801.0
P0756,S0168,공공기관,위탁용역,신기술 동향 분석 용역,690,2021-07-21,2022-10-13,완료,2022-10-13,449.0
P0757,S1503,민간기업,R&D지원,창업성장기술개발사업,30,2023-05-20,2025-04-18,진행중,2025-04-18,699.0
P0758,S1294,중앙정부,기술사업화,기술이전 사업화 지원,990,2022-08-28,2023-09-29,완료,2023-09-29,397.0
P0759,S1857,중앙정부,R&D지원,미래유망 R&D 사업,840,2023-03-05,,진행중,2023-12-31,301.0
P0760,S0750,중앙정부,위탁용역,공공기관 시스템 구축 용역,940,2023-05-28,,진행중,2023-12-31,217.0
P0761,S0275,중앙정부,기술사업화,기술이전 사업화 지원,470,2022-05-30,2022-12-06,완료,2022-12-06,190.0
P0762,S1358,중앙정부,위탁용역,공공기관 시스템 구축 용역,880,2021-06-19,2024-01-30,진행중,2024-01-30,955.0
P0763,S1053,중앙정부,R&D지원,디딤돌 기술개발,950,2023-01-20,2024-11-25,진행중,2024-11-25,675.0
P0764,S0735,중앙정부,인력양성,청년 디지털 일자리 사업,90,2021-09-28,,완료,2023-12-31,824.0
P0765,S0480,중앙정부,R&D지원,산학연 Collabo R&D,500,2022-04-26,,진행중,2023-12-31,614.0
P0766,S1806,중앙정부,위탁용역,지자체 특화산업 연구용역,140,2022-12-22,2024-12-04,진행중,2024-12-04,713.0
P0767,S1298,공공기관,펀드운용,지역혁신 벤처펀드,750,2022-07-12,2024-08-13,진행중,2024-08-13,763.0
P0768,S0357,중앙정부,R&D지원,창업성장기술개발사업,670,2021-09-15,2023-04-03,완료,2023-04-03,565.0
P0769,S1859,중앙정부,기술사업화,실험실 특화형 창업선도대학,630,2023-03-23,,진행중,2023-12-31,283.0
P0770,S1817,지자체,기술사업화,초기창업패키지,570,2021-06-19,2022-08-08,완료,2022-08-08,415.0
P0771,S0158,지자체,R&D지원,디딤돌 기술개발,240,2021-06-11,2022-12-13,완료,2022-12-13,550.0
P0772,S1233,공공기관,R&D지원,디딤돌 기술개발,540,2023-04-11,2024-09-10,진행중,2024-09-10,518.0
P0773,S1476,중앙정부,기술사업화,기술이전 사업화 지원,270,2022-08-28,2023-08-08,완료,2023-08-08,345.0
P0774,S1326,공공기관,R&D지원,창업성장기술개발사업,170,2022-08-11,2024-10-05,진행중,2024-10-05,786.0
P0775,S0330,중앙정부,기술사업화,초기창업패키지,80,2021-06-20,2022-09-07,완료,2022-09-07,444.0
P0776,S0369,지자체,기술사업화,TIPS 프로그램,930,2023-01-16,,진행중,2023-12-31,349.0
P0777,S1683,중앙정부,R&D지원,미래유망 R&D 사업,780,2022-04-28,2025-03-31,진행중,2025-03-31,1068.0
P0778,S0987,중앙정부,펀드운용,모태펀드 자펀드 운용,190,2023-03-25,2025-05-09,진행중,2025-05-09,776.0
P0779,S1681,공공기관,기술사업화,실험실 특화형 창업선도대학,220,2023-01-12,2025-06-12,진행중,2025-06-12,882.0
P0780,S0702,민간기업,기술사업화,TIPS 프로그램,300,2022-01-23,2023-08-20,완료,2023-08-20,574.0
P0781,S0271,중앙정부,R&D지원,미래유망 R&D 사업,200,2022-09-13,2023-06-18,완료,2023-06-18,278.0
P0782,S0364,중앙정부,기술사업화,TIPS 프로그램,690,2022-05-31,2025-01-05,진행중,2025-01-05,950.0
P0783,S0241,중앙정부,기술사업화,TIPS 프로그램,1000,2022-11-26,2025-03-19,진행중,2025-03-19,844.0
P0784,S0884,지자체,R&D지원,창업성장기술개발사업,900,2022-06-27,2024-03-07,진행중,2024-03-07,619.0
P0785,S0470,민간기업,기술사업화,기술이전 사업화 지원,450,2022-08-27,2025-05-26,진행중,2025-05-26,1003.0
P0786,S1519,민간기업,펀드운용,모태펀드 자펀드 운용,130,2022-03-12,2023-01-23,완료,2023-01-23,317.0
P0787,S0522,중앙정부,R&D지원,창업성장기술개발사업,370,2022-09-05,2025-08-17,진행중,2025-08-17,1077.0
P0788,S1114,중앙정부,R&D지원,창업성장기술개발사업,740,2022-06-20,2023-04-16,완료,2023-04-16,300.0
P0789,S1065,중앙정부,기술사업화,실험실 특화형 창업선도대학,530,2022-01-06,,완료,2023-12-31,724.0
P0790,S0317,중앙정부,기술사업화,실험실 특화형 창업선도대학,690,2022-03-10,2024-04-06,진행중,2024-04-06,758.0
P0791,S0749,지자체,위탁용역,지자체 특화산업 연구용역,970,2021-07-28,2023-03-23,완료,2023-03-23,603.0
P0792,S1131,공공기관,기술사업화,실험실 특화형 창업선도대학,720,2022-07-23,2024-05-28,진행중,2024-05-28,675.0
P0793,S0520,대학,기술사업화,기술이전 사업화 지원,950,2021-05-22,2024-04-11,진행중,2024-04-11,1055.0
P0794,S1770,지자체,인력양성,산학연계 인력양성,900,2023-08-31,2024-08-10,진행중,2024-08-10,345.0
P0795,S0206,중앙정부,기술사업화,실험실 특화형 창업선도대학,710,2022-09-21,2025-03-02,진행중,2025-03-02,893.0
P0796,S1402,공공기관,R&D지원,창업성장기술개발사업,120,2023-04-24,2024-03-17,진행중,2024-03-17,328.0
P0797,S0966,민간기업,기술사업화,TIPS 프로그램,340,2021-08-16,2023-02-26,완료,2023-02-26,559.0
P0798,S0164,지자체,인력양성,산학연계 인력양성,790,2022-11-03,2024-10-16,진행중,2024-10-16,713.0
P0799,S0587,공공기관,기술사업화,초기창업패키지,820,2022-05-22,2024-02-10,진행중,2024-02-10,629.0
P0800,S0022,중앙정부,기술사업화,실험실 특화형 창업선도대학,250,2021-02-04,2023-10-14,완료,2023-10-14,982.0
P0801,S1228,지자체,기술사업화,초기창업패키지,870,2021-02-06,2022-08-08,완료,2022-08-08,548.0
P0802,S0490,지자체,위탁용역,신기술 동향 분석 용역,360,2023-03-10,2024-10-19,진행중,2024-10-19,589.0
P0803,S0724,지자체,기술사업화,초기창업패키지,670,2021-01-16,2023-08-08,완료,2023-08-08,934.0
P0804,S1442,중앙정부,R&D지원,산학연 Collabo R&D,930,2023-04-30,2025-05-21,진행중,2025-05-21,752.0
P0805,S1874,지자체,R&D지원,산학연 Collabo R&D,290,2022-09-13,,완료,2023-12-31,474.0
P0806,S0932,민간기업,기술사업화,실험실 특화형 창업선도대학,230,2022-02-21,2024-01-20,진행중,2024-01-20,698.0
P0807,S0219,지자체,기술사업화,실험실 특화형 창업선도대학,150,2023-04-03,2025-03-08,진행중,2025-03-08,705.0
P0808,S0528,민간기업,펀드운용,모태펀드 자펀드 운용,330,2022-12-12,2024-09-05,진행중,2024-09-05,633.0
P0809,S0773,지자체,인력양성,산학연계 인력양성,1000,2022-04-15,2024-09-08,진행중,2024-09-08,877.0
P0810,S0944,민간기업,위탁용역,지자체 특화산업 연구용역,150,2021-09-22,2022-05-29,완료,2022-05-29,249.0
P0811,S0784,지자체,위탁용역,공공기관 시스템 구축 용역,900,2021-08-24,,진행중,2023-12-31,859.0
P0812,S0647,중앙정부,R&D지원,창업성장기술개발사업,900,2023-05-03,,진행중,2023-12-31,242.0
P0813,S0509,중앙정부,R&D지원,산학연 Collabo R&D,100,2022-07-22,2023-07-19,완료,2023-07-19,362.0
P0814,S0976,중앙정부,R&D지원,산학연 Collabo R&D,240,2023-08-28,2026-03-29,진행중,2026-03-29,944.0
P0815,S1400,민간기업,R&D지원,디딤돌 기술개발,310,2023-01-24,2024-03-26,진행중,2024-03-26,427.0
P0816,S1788,중앙정부,R&D지원,디딤돌 기술개발,800,2021-12-31,2022-12-05,완료,2022-12-05,339.0
P0817,S1596,중앙정부,위탁용역,공공기관 시스템 구축 용역,850,2022-05-20,2024-08-05,진행중,2024-08-05,808.0
P0818,S0014,공공기관,기술사업화,TIPS 프로그램,620,2022-01-16,2024-04-10,진행중,2024-04-10,815.0
P0819,S0646,중앙정부,위탁용역,공공기관 시스템 구축 용역,360,2022-05-18,2023-05-20,완료,2023-05-20,367.0
P0820,S1566,민간기업,R&D지원,디딤돌 기술개발,970,2022-08-14,2023-06-21,완료,2023-06-21,311.0
P0821,S0111,지자체,기술사업화,TIPS 프로그램,650,2021-12-22,2023-07-28,완료,2023-07-28,583.0
P0822,S1763,지자체,R&D지원,창업성장기술개발사업,900,2022-06-15,2024-03-27,진행중,2024-03-27,651.0
P0823,S0647,지자체,R&D지원,디딤돌 기술개발,490,2022-08-18,2023-05-28,완료,2023-05-28,283.0
P0824,S0667,중앙정부,위탁용역,신기술 동향 분석 용역,710,2021-09-27,2022-11-23,완료,2022-11-23,422.0
P0825,S0552,중앙정부,기술사업화,실험실 특화형 창업선도대학,240,2022-05-26,2024-01-30,진행중,2024-01-30,614.0
P0826,S0432,중앙정부,인력양성,산학연계 인력양성,520,2021-10-14,2023-07-17,완료,2023-07-17,641.0
P0827,S0369,지자체,위탁용역,공공기관 시스템 구축 용역,300,2023-04-14,2024-01-21,진행중,2024-01-21,282.0
P0828,S1477,중앙정부,R&D지원,미래유망 R&D 사업,490,2021-07-20,2022-06-14,완료,2022-06-14,329.0
P0829,S1639,대학,R&D지원,창업성장기술개발사업,230,2022-03-08,2010-01-01,진행중,2010-01-01,
P0830,S0276,대학,펀드운용,모태펀드 자펀드 운용,690,2023-01-08,2024-05-25,진행중,2024-05-25,503.0
P0831,S1609,중앙정부,R&D지원,창업성장기술개발사업,510,2021-04-12,2023-09-16,완료,2023-09-16,887.0
P0832,S0335,중앙정부,펀드운용,지역혁신 벤처펀드,810,2021-04-09,2023-01-09,완료,2023-01-09,640.0
P0833,S1525,중앙정부,R&D지원,산학연 Collabo R&D,450,2021-01-21,2022-09-14,완료,2022-09-14,601.0
P0834,S0249,중앙정부,기술사업화,초기창업패키지,740,2022-08-13,2024-12-05,진행중,2024-12-05,845.0
P0835,S1330,지자체,위탁용역,지자체 특화산업 연구용역,460,2021-11-29,2024-04-16,진행중,2024-04-16,869.0
P0836,S1046,중앙정부,인력양성,청년 디지털 일자리 사업,490,2022-09-21,2024-01-07,진행중,2024-01-07,473.0
P0837,S0950,지자체,R&D지원,디딤돌 기술개발,820,2023-04-08,2024-09-14,진행중,2024-09-14,525.0
P0838,S0864,지자체,기술사업화,TIPS 프로그램,110,2021-06-15,2022-11-28,완료,2022-11-28,531.0
P0839,S0468,중앙정부,기술사업화,실험실 특화형 창업선도대학,780,2022-10-23,2024-05-29,진행중,2024-05-29,584.0
P0840,S0556,민간기업,인력양성,산학연계 인력양성,960,2022-08-25,2024-08-07,진행중,2024-08-07,713.0
P0841,S0923,중앙정부,R&D지원,창업성장기술개발사업,170,2023-01-16,2024-03-11,진행중,2024-03-11,420.0
P0842,S1356,중앙정부,인력양성,첨단산업 인재양성 부트캠프,110,2021-08-04,2022-07-20,완료,2022-07-20,350.0
P0843,S0814,중앙정부,R&D지원,미래유망 R&D 사업,710,2021-02-25,2021-09-19,완료,2021-09-19,206.0
P0844,S1579,중앙정부,인력양성,청년 디지털 일자리 사업,140,2021-09-26,2023-12-17,완료,2023-12-17,812.0
P0845,S0319,중앙정부,위탁용역,지자체 특화산업 연구용역,400,2021-08-23,2022-10-30,완료,2022-10-30,433.0
P0846,S1511,중앙정부,기술사업화,초기창업패키지,680,2023-05-09,2024-04-27,진행중,2024-04-27,354.0
P0847,S0059,중앙정부,R&D지원,산학연 Collabo R&D,610,2022-04-24,2025-03-30,진행중,2025-03-30,1071.0
P0848,S1108,민간기업,기술사업화,초기창업패키지,900,2022-07-07,,완료,2023-12-31,542.0
P0849,S1211,지자체,기술사업화,기술이전 사업화 지원,680,2022-10-18,2025-01-29,진행중,2025-01-29,834.0
P0850,S1094,중앙정부,R&D지원,디딤돌 기술개발,120,2022-03-29,2023-08-06,완료,2023-08-06,495.0
P0851,S0750,중앙정부,R&D지원,창업성장기술개발사업,10,2022-06-20,2025-03-30,진행중,2025-03-30,1014.0
P0852,S1553,공공기관,R&D지원,미래유망 R&D 사업,690,2021-01-09,2023-06-12,완료,2023-06-12,884.0
P0853,S1889,중앙정부,인력양성,산학연계 인력양성,20,2023-02-24,2024-11-05,진행중,2024-11-05,620.0
P0854,S1635,중앙정부,R&D지원,창업성장기술개발사업,710,2022-01-18,2023-01-26,완료,2023-01-26,373.0
P0855,S0844,민간기업,기술사업화,초기창업패키지,210,2023-01-03,2025-07-25,진행중,2025-07-25,934.0
P0856,S1323,중앙정부,R&D지원,산학연 Collabo R&D,110,2022-03-09,2024-06-06,진행중,2024-06-06,820.0
P0857,S0491,지자체,인력양성,첨단산업 인재양성 부트캠프,890,2022-12-03,2024-03-05,진행중,2024-03-05,458.0
P0858,S0584,지자체,기술사업화,실험실 특화형 창업선도대학,530,2021-07-12,2024-05-30,진행중,2024-05-30,1053.0
P0859,S0141,중앙정부,R&D지원,미래유망 R&D 사업,800,2022-04-09,2023-07-11,완료,2023-07-11,458.0
P0860,S1435,지자체,R&D지원,창업성장기술개발사업,200,2021-02-20,2023-02-17,완료,2023-02-17,727.0
P0861,S0046,중앙정부,R&D지원,산학연 Collabo R&D,170,2023-01-03,2024-09-22,진행중,2024-09-22,628.0
P0862,S1490,중앙정부,R&D지원,창업성장기술개발사업,640,2021-08-11,2023-01-23,완료,2023-01-23,530.0
P0863,S0861,중앙정부,인력양성,산학연계 인력양성,600,2022-12-15,2025-08-31,진행중,2025-08-31,990.0
P0864,S0065,중앙정부,펀드운용,대학창업펀드 조성사업,80,2021-09-30,2024-05-31,진행중,2024-05-31,974.0
P0865,S0804,중앙정부,기술사업화,초기창업패키지,330,2023-04-17,2024-11-07,진행중,2024-11-07,570.0
P0866,S1697,중앙정부,위탁용역,공공기관 시스템 구축 용역,320,2022-01-30,2024-09-25,진행중,2024-09-25,969.0
P0867,S0908,중앙정부,위탁용역,신기술 동향 분석 용역,590,2023-01-23,,진행중,2023-12-31,342.0
P0868,S0193,지자체,위탁용역,지자체 특화산업 연구용역,500,2022-11-29,2024-04-11,진행중,2024-04-11,499.0
P0869,S0662,중앙정부,인력양성,첨단산업 인재양성 부트캠프,710,2022-06-18,2023-04-19,완료,2023-04-19,305.0
P0870,S0519,중앙정부,R&D지원,산학연 Collabo R&D,70,2023-06-04,2025-10-13,진행중,2025-10-13,862.0
P0871,S0447,대학,R&D지원,미래유망 R&D 사업,420,2021-01-16,2022-01-02,완료,2022-01-02,351.0
P0872,S1627,중앙정부,R&D지원,디딤돌 기술개발,20,2023-09-20,2024-04-30,진행중,2024-04-30,223.0
P0873,S1191,공공기관,기술사업화,초기창업패키지,480,2023-03-01,2023-11-27,완료,2023-11-27,271.0
P0874,S0510,중앙정부,R&D지원,산학연 Collabo R&D,980,2022-10-03,2023-06-01,완료,2023-06-01,241.0
P0875,S0123,중앙정부,R&D지원,창업성장기술개발사업,170,2022-05-15,2023-07-07,완료,2023-07-07,418.0
P0876,S0649,대학,인력양성,산학연계 인력양성,570,2023-01-21,2024-02-02,진행중,2024-02-02,377.0
P0877,S0044,지자체,R&D지원,디딤돌 기술개발,330,2023-07-10,2024-02-15,진행중,2024-02-15,220.0
P0878,S0994,공공기관,기술사업화,기술이전 사업화 지원,250,2022-08-04,2023-08-10,완료,2023-08-10,371.0
P0879,S1114,중앙정부,인력양성,산학연계 인력양성,770,2023-07-26,2010-01-01,진행중,2010-01-01,
P0880,S1136,중앙정부,기술사업화,기술이전 사업화 지원,380,2023-04-20,2024-07-12,진행중,2024-07-12,449.0
P0881,S1110,중앙정부,R&D지원,미래유망 R&D 사업,940,2021-07-09,2024-06-27,진행중,2024-06-27,1084.0
P0882,S0039,지자체,R&D지원,디딤돌 기술개발,420,2023-01-09,2023-09-10,완료,2023-09-10,244.0
P0883,S1349,대학,펀드운용,대학창업펀드 조성사업,680,2022-12-01,2024-10-20,진행중,2024-10-20,689.0
P0884,S1569,지자체,기술사업화,실험실 특화형 창업선도대학,530,2022-10-19,2024-03-11,진행중,2024-03-11,509.0
P0885,S0227,중앙정부,기술사업화,TIPS 프로그램,170,2021-07-02,2024-06-10,진행중,2024-06-10,1074.0
P0886,S0065,중앙정부,기술사업화,TIPS 프로그램,50,2022-08-08,2024-11-22,진행중,2024-11-22,837.0
P0887,S1713,중앙정부,기술사업화,실험실 특화형 창업선도대학,70,2022-01-11,2023-02-21,완료,2023-02-21,406.0
P0888,S1241,공공기관,R&D지원,디딤돌 기술개발,840,2022-05-19,,진행중,2023-12-31,591.0
P0889,S1705,중앙정부,펀드운용,대학창업펀드 조성사업,470,2022-07-26,2025-02-21,진행중,2025-02-21,941.0
P0890,S1824,중앙정부,R&D지원,창업성장기술개발사업,790,2021-09-30,2023-09-21,완료,2023-09-21,721.0
P0891,S0084,공공기관,펀드운용,대학창업펀드 조성사업,280,2023-09-11,2025-08-22,진행중,2025-08-22,711.0
P0892,S0199,중앙정부,R&D지원,미래유망 R&D 사업,250,2021-07-17,2023-07-05,완료,2023-07-05,718.0
P0893,S1346,중앙정부,기술사업화,초기창업패키지,720,2023-02-07,2025-02-27,진행중,2025-02-27,751.0
P0894,S0851,공공기관,인력양성,첨단산업 인재양성 부트캠프,460,2022-11-22,2024-09-01,진행중,2024-09-01,649.0
P0895,S1439,지자체,위탁용역,신기술 동향 분석 용역,240,2022-07-18,2024-02-29,진행중,2024-02-29,591.0
P0896,S1034,중앙정부,R&D지원,미래유망 R&D 사업,460,2023-07-14,2024-11-27,진행중,2024-11-27,502.0
P0897,S1127,대학,R&D지원,산학연 Collabo R&D,530,2023-02-22,2025-05-30,진행중,2025-05-30,828.0
P0898,S0882,공공기관,R&D지원,디딤돌 기술개발,730,2022-07-13,2023-08-16,완료,2023-08-16,399.0
P0899,S0769,공공기관,위탁용역,지자체 특화산업 연구용역,470,2023-09-12,2025-06-16,진행중,2025-06-16,643.0
P0900,S0917,대학,R&D지원,창업성장기술개발사업,370,2022-09-03,2010-01-01,완료,2010-01-01,
P0901,S1061,중앙정부,위탁용역,신기술 동향 분석 용역,390,2021-08-16,2022-09-19,완료,2022-09-19,399.0
P0902,S1753,중앙정부,인력양성,첨단산업 인재양성 부트캠프,360,2023-07-31,2025-08-15,진행중,2025-08-15,746.0
P0903,S1048,지자체,위탁용역,신기술 동향 분석 용역,130,2021-02-08,2022-11-21,완료,2022-11-21,651.0
P0904,S0729,중앙정부,R&D지원,디딤돌 기술개발,300,2021-09-20,2024-06-26,진행중,2024-06-26,1010.0
P0905,S0616,중앙정부,R&D지원,디딤돌 기술개발,940,2021-03-21,2023-09-27,완료,2023-09-27,920.0
P0906,S0665,공공기관,R&D지원,창업성장기술개발사업,770,2022-10-20,2024-02-19,진행중,2024-02-19,487.0
P0907,S0077,공공기관,기술사업화,TIPS 프로그램,1000,2021-02-27,2023-10-24,완료,2023-10-24,969.0
