자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S1493,H007,단독설립,기타,벤처기업,BT,정보통신업,정상운영,2021-12,3,0백만원,-48.0
S1494,H020,단독설립,전문경영인(창업자),연구소기업,ET,정보통신업,정상운영,2021-12,3,0백만원,-85.0
S1495,H021,합작설립,무응답,연구소기업,IT,도매및소매업,정상운영,2019-05,5,0백만원,-80.0
S1496,H080,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2019-05,5,0백만원,-127.0
S1497,H007,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2022-11,2,0백만원,-4.0
S1498,H011,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2022-09,2,0백만원,-12.0
S1499,H035,단독설립,기타,연구소기업,IT,제조업,정상운영,2013-06,11,"1,506백만원",-56.0
S1500,H057,합작설립,기타,연구소기업,BT,정보통신업,정상운영,2019-07,5,0백만원,-74.0
S1501,H055,단독설립,교수창업,벤처기업, iT ,제조업,정상운영,2022-11,2,0백만원,-81.0
S1502,H063,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2021-05,3,0백만원,-95.0
S1503,H078,지분편입(유상증자),전문경영인(창업자),해당없음,NT,제조업,정상운영,2018-06,6,"99,999,999,999원",
S1504,H057,단독설립,학생창업,해당없음,BT,제조업,정상운영,2016-02,8,938백만원,135.0
S1505,H054,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2022-01,2,,151.0
S1506,H035,지분편입(지분매수),학생창업,벤처기업,BT,정보통신업,정상운영,2019-02,5,0백만원,-11.0
S1507,H028,단독설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2018-12,6,833백만원,-3.0
S1508,H066,단독설립,무응답,해당없음,CT,전문과학및기술서비스업,정상운영,2020-08,4,"1,101백만원",-140.0
S1509,H015,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,BT,전문과학및기술서비스업,정상운영,2023-04,1,263백만원,-114.0
S1510,H045,지분편입(유상증자),전문경영인(창업자),벤처기업,BT, 제 조 업 ,정상운영,2022-10,2,"1,151백만원",-95.0
S1511,H056,지분편입(지분매수),기타,연구소기업,IT,정보통신업,투자회수(전액),2018-08,6,,0.0
S1512,H015,지분편입(지분매수),학생창업,연구소기업,IT,제조업,정상운영,2016-04,8,422백만원,-83.0
S1513,H037,지분편입(지분매수),교수창업,연구소기업,BT,제조업,정상운영,2021-10,3,"2,127백만원",132.0
S1514,H076,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2017-07,7,"1,839백만원",-74.0
S1515,H063,지분편입(지분매수),전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2015-11,9,0백만원,-89.0
S1516,H068,단독설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2020-05,4,0백만원,-18.0
S1517,H040,합작설립,기타,해당없음,BT,전문과학및기술서비스업,폐업(청산),2019-02,5,0백만원,0.0
S1518,H006,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-12,4,0백만원,-46.0
S1519,H029,지분편입(유상증자),기타,벤처기업,ET,전문과학및기술서비스업,정상운영,2022-08,2,176백만원,43.0
S1520,H051,지분편입(지분매수),교수창업,연구소기업,BT,도매및소매업,폐업(청산),2023-09,1,0백만원,0.0
S1521,H077,단독설립,교수창업,연구소기업, iT ,정보통신업,정상운영,2017-10,7,0백만원,-108.0
S1522,H008,단독설립,교수창업,벤처기업,BT,기타,정상운영,2020-10,4,0백만원,
S1523,H001,지분편입(지분매수),교수창업,벤처기업,해당없음,제조업,정상운영,2020-07,4,"1,739백만원",36.0
S1524,H027,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2023-10,1,0백만원,-104.0
S1525,H039,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2016-09,8,0백만원,
S1526,H028,단독설립,교수창업,해당없음, iT ,전문과학및기술서비스업,정상운영,2014-11,10,0백만원,-44.0
S1527,H018,단독설립,기타,해당없음,해당없음,전문과학및기술서비스업,투자회수(전액),2018-07,6,0백만원,0.0
S1528,H033,지분편입(유상증자),교수창업,해당없음, iT ,제조업,정상운영,2019-01,5,0백만원,-27.0
S1529,H038,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2022-10,2,0백만원,-98.0
S1530,H042,지분편입(지분매수),전문경영인(창업자),벤처기업,해당없음,제조업,정상운영,2019-02,5,0백만원,-69.0
S1531,H016,지분편입(지분매수),교수창업,신기술창업전문회사,해당없음,제조업,정상운영,2023-10,1,0백만원,-14.0
S1532,H001,합작설립,교수창업,해당없음,해당없음, 제 조 업 ,정상운영,2023-11,1,0백만원,
S1533,H064,지분편입(지분매수),학생창업,해당없음,IT,정보통신업,정상운영,2008-02,16,0백만원,-95.0
S1534,H056,단독설립,학생창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2019-10,5,"1,358백만원",63.0
S1535,H023,단독설립,학생창업,해당없음,IT,정보통신업,정상운영,2021-02,3,0백만원,-4.0
S1536,H017,합작설립,무응답,해당없음,BT,전문과학및기술서비스업,정상운영,2021-02,3,,-17.0
S1537,H049,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2021-04,3,592백만원,11.0
S1538,H069,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2021-06,3,0백만원,-100.0
S1539,H030,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2009-10,15,0백만원,-3.0
S1540,H065,지분편입(유상증자),교수창업,연구소기업,IT,제조업,정상운영,2018-11,6,0백만원,-70.0
S1541,H072,단독설립,교수창업,해당없음,IT,교육서비스업,정상운영,2023-12,1,0백만원,-97.0
S1542,H046,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2013-10,11,0백만원,-33.0
S1543,H010,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2019-07,5,0백만원,-78.0
S1544,H051,단독설립,교수창업,해당없음,BT,기타,정상운영,2020-07,4,"1,549백만원",
S1545,H006,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2016-12,8,,-67.0
S1546,H056,단독설립,기타,해당없음,ET,제조업,정상운영,2019-12,5,0백만원,-2.0
S1547,H003,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2023-01,1,0백만원,
S1548,H059,단독설립,교수창업,벤처기업,BT,제조업,투자회수(전액),2013-06,11,0백만원,0.0
S1549,H010,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2016-11,8,"2,118백만원",-9.0
S1550,H041,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2019-08,5,0백만원,-20.0
S1551,H074,단독설립,기타,연구소기업,IT,제조업,투자회수(전액),2019-08,5,0백만원,0.0
S1552,H055,단독설립,교수창업,연구소기업, iT ,제조업,정상운영,2019-10,5,0백만원,-118.0
S1553,H074,지분편입(지분매수),교수창업,벤처기업,CT,제조업,정상운영,2023-09,1,0백만원,
S1554,H052,단독설립,교수창업,해당없음,BT,교육서비스업,정상운영,2022-01,2,0백만원,-104.0
S1555,H082,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-07,5,0백만원,-105.0
S1556,H054,단독설립,학생창업,해당없음,IT,제조업,정상운영,2019-11,5,0백만원,-76.0
S1557,H038,합작설립,무응답,벤처기업,BT, 제 조 업 ,정상운영,2018-12,6,"1,439백만원",-109.0
S1558,H015,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-07,1,0백만원,-53.0
S1559,H052,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2019-11,5,"1,582백만원",149.0
S1560,H003,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2020-01,4,,-95.0
S1561,H042,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2021-04,3,0백만원,-146.0
S1562,H022,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2009-10,15,0백만원,-122.0
S1563,H080,단독설립,기타,벤처기업,IT,교육서비스업,정상운영,2021-03,3,897백만원,
S1564,H059,합작설립,학생창업,해당없음,해당없음,제조업,정상운영,2018-01,6,0백만원,-87.0
S1565,H047,단독설립,학생창업,연구소기업,IT,제조업,폐업(청산),2023-11,1,0백만원,0.0
S1566,H012,합작설립,학생창업,연구소기업,NT,제조업,정상운영,2019-06,5,0백만원,-4.0
S1567,H056,단독설립,교수창업,해당없음,ET,정보통신업,정상운영,2019-02,5,"1,738백만원",-98.0
S1568,H014,단독설립,학생창업,연구소기업,BT,정보통신업,투자회수(전액),2017-05,7,0백만원,0.0
S1569,H032,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2022-07,2,"1,631백만원",98.0
S1570,H056,단독설립,교수창업,연구소기업,ET,제조업,기타,2022-01,2,0백만원,0.0
S1571,H076,단독설립,교수창업,해당없음,IT, 제 조 업 ,정상운영,2022-12,2,0백만원,-42.0
S1572,H052,지분편입(유상증자),교수창업,벤처기업,IT,정보통신업,정상운영,2020-08,4,0백만원,-37.0
S1573,H068,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2017-05,7,0백만원,-17.0
S1574,H011,지분편입(지분매수),기타,연구소기업,CT,제조업,정상운영,2017-06,7,"2,201백만원",-131.0
S1575,H051,지분편입(유상증자),교수창업,해당없음,IT,정보통신업,정상운영,2021-11,3,"2,225백만원",88.0
S1576,H040,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2023-06,1,0백만원,-96.0
S1577,H044,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2023-06,1,0백만원,-53.0
S1578,H029,합작설립,교수창업,연구소기업,BT,정보통신업,폐업(청산),2017-04,7,0백만원,0.0
S1579,H043,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2010-05,14,"2,202백만원",-36.0
S1580,H022,지분편입(지분매수),기타,연구소기업,BT,제조업,정상운영,2021-08,3,885백만원,121.0
S1581,H010,단독설립,교수창업,벤처기업,BT,제조업,정상운영,2016-01,8,0백만원,-29.0
S1582,H066,지분편입(유상증자),학생창업,연구소기업,해당없음,정보통신업,정상운영,2019-06,5,0백만원,-137.0
S1583,H082,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,BT,정보통신업,정상운영,2023-08,1,,36.0
S1584,H015,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2021-12,3,,-93.0
S1585,H068,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2021-11,3,"1,615백만원",-97.0
S1586,H066,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2019-05,5,0백만원,-92.0
S1587,H025,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,IT,전문과학및기술서비스업,정상운영,2021-03,3,"1,357백만원",-134.0
S1588,H045,단독설립,기타,연구소기업,IT,정보통신업,정상운영,2023-04,1,"1,709백만원",-110.0
S1589,H045,지분편입(유상증자),전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2018-09,6,0백만원,-97.0
S1590,H083,지분편입(지분매수),학생창업,해당없음,BT,정보통신업,정상운영,2020-09,4,"1,881백만원",99.0
S1591,H019,지분편입(지분매수),학생창업,해당없음,IT,전문과학및기술서비스업,정상운영,2017-11,7,0백만원,-77.0
S1592,H031,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2017-06,7,0백만원,-110.0
S1593,H014,지분편입(지분매수),기타,연구소기업,IT,제조업,정상운영,2020-12,4,181백만원,-74.0
S1594,H019,지분편입(지분매수),기타,해당없음,IT,제조업,정상운영,2019-07,5,0백만원,-40.0
S1595,H033,지분편입(지분매수),교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-06,6,275백만원,104.0
S1596,H026,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,정상운영,2016-03,8,"1,725백만원",-28.0
S1597,H023,합작설립,학생창업,벤처기업,BT,전문과학및기술서비스업,폐업(청산),2014-08,10,0백만원,0.0
S1598,H078,단독설립,기타,벤처기업,ET, 제 조 업 ,정상운영,2023-02,1,0백만원,-115.0
S1599,H020,지분편입(지분매수),교수창업,이노비즈기업,해당없음,교육서비스업,정상운영,2019-06,5,660백만원,-98.0
S1600,H084,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2020-06,4,0백만원,-74.0
S1601,H010,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2012-10,12,349백만원,-122.0
S1602,H023,합작설립,학생창업,해당없음,NT,정보통신업,정상운영,2019-09,5,0백만원,-74.0
S1603,H081,지분편입(지분매수),학생창업,벤처기업,해당없음,정보통신업,정상운영,2015-12,9,"2,149백만원",
S1604,H064,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2017-04,7,800백만원,127.0
S1605,H060,단독설립,교수창업,벤처기업, iT ,전문과학및기술서비스업,정상운영,2017-06,7,0백만원,-81.0
S1606,H073,단독설립,학생창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2015-05,9,0백만원,0.0
S1607,H075,단독설립,학생창업,해당없음,BT,정보통신업,정상운영,2020-02,4,0백만원,-147.0
S1608,H058,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2016-12,8,0백만원,-99.0
S1609,H073,단독설립,학생창업,해당없음,ET,전문과학및기술서비스업,투자회수(전액),2021-02,3,0백만원,
S1610,H083,지분편입(유상증자),무응답,연구소기업,IT,제조업,정상운영,2016-11,8,"1,189백만원",14.0
S1611,H082,합작설립,교수창업,해당없음,BT,도매및소매업,정상운영,2013-07,11,"2,219백만원",90.0
S1612,H080,지분편입(지분매수),학생창업,연구소기업,IT,정보통신업,폐업(청산),2014-06,10,0백만원,0.0
S1613,H042,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,정상운영,2016-10,8,,-78.0
S1614,H081,단독설립,학생창업,연구소기업,IT,기타,정상운영,2017-08,7,,-98.0
S1615,H041,단독설립,전문경영인(창업자),벤처기업,CT,교육서비스업,정상운영,2022-11,2,"2,217백만원",-131.0
S1616,H020,지분편입(지분매수),기타,연구소기업,BT,제조업,정상운영,2023-03,1,"1,236백만원",87.0
S1617,H057,지분편입(지분매수),무응답,연구소기업,ET,전문과학및기술서비스업,정상운영,2020-07,4,0백만원,-18.0
S1618,H009,단독설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2013-04,11,569백만원,-130.0
S1619,H061,지분편입(지분매수),교수창업,벤처기업,BT,제조업,정상운영,2022-05,2,0백만원,-83.0
S1620,H057,합작설립,교수창업,해당없음,IT, 제 조 업 ,정상운영,2023-12,1,0백만원,-91.0
S1621,H081,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-08,1,"1,669백만원",62.0
S1622,H039,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-06,1,"1,438백만원",-33.0
S1623,H036,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2016-06,8,0백만원,-135.0
S1624,H076,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2023-08,1,,
S1625,H008,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2021-06,3,0백만원,-65.0
S1626,H046,합작설립,학생창업,연구소기업,IT,정보통신업,정상운영,2017-03,7,0백만원,-50.0
S1627,H065,지분편입(유상증자),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2016-03,8,0백만원,-83.0
S1628,H010,지분편입(지분매수),교수창업,해당없음,IT,기타,정상운영,2020-06,4,312백만원,-65.0
S1629,H040,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2023-01,1,132백만원,-42.0
S1630,H060,단독설립,전문경영인(창업자),연구소기업,IT,제조업,정상운영,2020-02,4,645백만원,-40.0
S1631,H058,단독설립,교수창업,해당없음,IT,정보통신업,휴업,2016-04,8,0백만원,0.0
S1632,H005,지분편입(유상증자),기타,해당없음,ET,도매및소매업,정상운영,2020-10,4,"1,218백만원",-134.0
S1633,H008,단독설립,교수창업,해당없음,BT,정보통신업,투자회수(일부),2017-05,7,0백만원,0.0
S1634,H048,지분편입(지분매수),무응답,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-09,2,733백만원,-39.0
S1635,H037,단독설립,학생창업,해당없음,NT,기타,투자회수(일부),2023-12,1,0백만원,0.0
S1636,H010,단독설립,교수창업,해당없음,ET,전문과학및기술서비스업,정상운영,2022-11,2,"1,060백만원",-119.0
S1637,H083,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,정상운영,2022-09,2,36백만원,95.0
S1638,H012,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2020-05,4,"1,897백만원",92.0
S1639,H079,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2021-09,3,0백만원,-61.0
S1640,H077,단독설립,교수창업,연구소기업,BT, 제 조 업 ,정상운영,2021-09,3,960백만원,-63.0
S1641,H065,단독설립,기타,벤처기업,IT,전문과학및기술서비스업,정상운영,2022-03,2,94백만원,44.0
S1642,H050,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2016-07,8,0백만원,
S1643,H060,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,IT,제조업,정상운영,2010-10,14,"2,173백만원",-92.0
S1644,H075,지분편입(유상증자),교수창업,해당없음,BT,제조업,정상운영,2023-12,1,0백만원,-90.0
S1645,H071,단독설립,무응답,벤처기업,BT,제조업,정상운영,2022-02,2,"1,414백만원",-73.0
S1646,H006,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,해당없음,제조업,정상운영,2020-04,4,"1,410백만원",-49.0
S1647,H058,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2023-02,1,0백만원,-37.0
S1648,H074,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2023-02,1,,-133.0
S1649,H084,합작설립,전문경영인(창업자),해당없음,해당없음,제조업,정상운영,2014-12,10,0백만원,-61.0
S1650,H025,단독설립,교수창업,연구소기업,ET,도매및소매업,정상운영,2021-10,3,0백만원,-45.0
S1651,H042,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,IT,제조업,정상운영,2018-11,6,719백만원,97.0
S1652,H078,지분편입(지분매수),학생창업,해당없음,ET,정보통신업,정상운영,2010-07,14,"1,189백만원",-115.0
S1653,H061,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,NT,제조업,정상운영,2021-05,3,,-53.0
S1654,H065,합작설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2018-03,6,0백만원,-117.0
S1655,H020,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2012-12,12,0백만원,-141.0
S1656,H008,단독설립,교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2009-06,15,0백만원,-114.0
S1657,H058,지분편입(지분매수),전문경영인(창업자),벤처기업,ET,정보통신업,정상운영,2009-09,15,979백만원,87.0
S1658,H014,합작설립,교수창업,해당없음,ET,정보통신업,정상운영,2019-06,5,"2,006백만원",10.0
S1659,H044,지분편입(지분매수),교수창업,신기술창업전문회사, iT ,정보통신업,정상운영,2023-07,1,"1,942백만원",50.0
S1660,H011,지분편입(유상증자),전문경영인(창업자),신기술창업전문회사,ET, 제 조 업 ,투자회수(전액),2022-03,2,0백만원,0.0
S1661,H065,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2023-07,1,,-8.0
S1662,H083,지분편입(지분매수),기타,벤처기업,IT,전문과학및기술서비스업,정상운영,2019-02,5,"1,242백만원",
S1663,H023,단독설립,교수창업,연구소기업, iT ,전문과학및기술서비스업,정상운영,2008-12,16,263백만원,110.0
S1664,H006,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2021-05,3,559백만원,111.0
S1665,H032,합작설립,교수창업,해당없음,해당없음,전문과학및기술서비스업,정상운영,2019-10,5,"2,006백만원",113.0
S1666,H057,지분편입(지분매수),학생창업,벤처기업,IT,정보통신업,정상운영,2016-10,8,0백만원,-106.0
S1667,H057,단독설립,학생창업,연구소기업,IT,정보통신업,투자회수(전액),2019-02,5,0백만원,0.0
S1668,H068,합작설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2022-06,2,0백만원,-49.0
S1669,H067,지분편입(지분매수),학생창업,해당없음,해당없음,전문과학및기술서비스업,폐업(청산),2014-04,10,,0.0
S1670,H079,지분편입(지분매수),학생창업,연구소기업,해당없음,제조업,정상운영,2018-08,6,0백만원,-86.0
S1671,H021,지분편입(유상증자),교수창업,해당없음,ET,전문과학및기술서비스업,정상운영,2020-01,4,"1,704백만원",-77.0
S1672,H047,합작설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-04,4,0백만원,-112.0
S1673,H048,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2021-09,3,0백만원,-24.0
S1674,H037,지분편입(유상증자),학생창업,연구소기업,NT,제조업,정상운영,2016-03,8,72백만원,139.0
S1675,H050,단독설립,기타,해당없음,ET,정보통신업,정상운영,2019-11,5,900백만원,74.0
S1676,H053,단독설립,기타,연구소기업,NT,전문과학및기술서비스업,정상운영,2020-05,4,0백만원,-55.0
S1677,H044,단독설립,무응답,벤처기업,IT,교육서비스업,폐업(청산),2021-01,3,0백만원,0.0
S1678,H077,합작설립,학생창업,연구소기업,BT,정보통신업,정상운영,2017-08,7,862백만원,-46.0
S1679,H007,단독설립,교수창업,기타,ET,제조업,정상운영,2023-04,1,"1,219백만원",-34.0
S1680,H081,지분편입(지분매수),교수창업,신기술창업전문회사,BT,제조업,정상운영,2018-12,6,"1,509백만원",-99.0
S1681,H083,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2021-04,3,"1,399백만원",101.0
S1682,H043,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2016-04,8,,-45.0
S1683,H009,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,NT,제조업,정상운영,2022-04,2,0백만원,-105.0
S1684,H043,지분편입(지분매수),기타,해당없음,ET,제조업,정상운영,2012-08,12,"1,363백만원",
S1685,H013,지분편입(지분매수),학생창업,해당없음,ET,정보통신업,폐업(청산),2019-11,5,0백만원,0.0
S1686,H072,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2022-04,2,0백만원,0.0
S1687,H050,합작설립,기타,벤처기업,BT,제조업,정상운영,2012-03,12,0백만원,-143.0
S1688,H037,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2020-01,4,455백만원,41.0
S1689,H033,합작설립,기타,해당없음,BT,전문과학및기술서비스업,정상운영,2012-05,12,,-60.0
S1690,H078,단독설립,기타,연구소기업,BT,도매및소매업,정상운영,2023-04,1,120백만원,-56.0
S1691,H020,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,도매및소매업,정상운영,2023-01,1,0백만원,-20.0
S1692,H043,합작설립,전문경영인(창업자),벤처기업,ET,정보통신업,정상운영,2019-10,5,"1,170백만원",82.0
S1693,H011,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2023-08,1,0백만원,-11.0
S1694,H075,단독설립,교수창업,해당없음,IT,제조업,정상운영,2019-08,5,802백만원,-77.0
S1695,H019,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-07,6,0백만원,-18.0
S1696,H045,지분편입(지분매수),교수창업,벤처기업,NT,전문과학및기술서비스업,정상운영,2019-09,5,0백만원,-79.0
S1697,H040,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2018-09,6,0백만원,-30.0
S1698,H084,합작설립,교수창업,해당없음,IT,제조업,정상운영,2022-10,2,0백만원,-128.0
S1699,H051,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2023-04,1,977백만원,141.0
S1700,H017,지분편입(지분매수),학생창업,연구소기업,BT,제조업,정상운영,2020-07,4,"1,950백만원",
S1701,H077,합작설립,기타,연구소기업,해당없음,제조업,정상운영,2018-03,6,,-20.0
S1702,H011,합작설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2022-09,2,0백만원,-62.0
S1703,H040,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2019-10,5,0백만원,-96.0
S1704,H072,단독설립,전문경영인(창업자),신기술창업전문회사,BT,정보통신업,정상운영,2020-07,4,162백만원,-11.0
S1705,H049,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,전문과학및기술서비스업,정상운영,2016-11,8,"1,487백만원",137.0
S1706,H083,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2010-10,14,"1,127백만원",-105.0
S1707,H043,지분편입(지분매수),교수창업,연구소기업,ET,전문과학및기술서비스업,정상운영,2019-07,5,,-97.0
S1708,H017,지분편입(지분매수),기타,해당없음,NT,제조업,정상운영,2023-12,1,,61.0
S1709,H068,단독설립,기타,연구소기업,IT,전문과학및기술서비스업,정상운영,2022-05,2,"1,414백만원",-25.0
S1710,H012,합작설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음,제조업,정상운영,2019-12,5,370백만원,133.0
S1711,H083,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2017-06,7,0백만원,
S1712,H055,지분편입(지분매수),학생창업,해당없음,IT, 제 조 업 ,정상운영,2020-05,4,269백만원,-133.0
S1713,H066,단독설립,교수창업,기타,IT,제조업,정상운영,2019-07,5,0백만원,-93.0
S1714,H047,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2021-06,3,0백만원,-62.0
S1715,H003,합작설립,교수창업,기타,해당없음,제조업,정상운영,2023-06,1,"1,080백만원",128.0
S1716,H047,단독설립,교수창업,연구소기업, iT ,제조업,정상운영,2018-04,6,"1,607백만원",135.0
S1717,H040,지분편입(지분매수),교수창업,벤처기업, iT ,정보통신업,정상운영,2012-06,12,"1,681백만원",-16.0
S1718,H024,합작설립,교수창업,연구소기업,해당없음,제조업,정상운영,2018-09,6,0백만원,-13.0
S1719,H028,단독설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2023-06,1,0백만원,-32.0
S1720,H044,지분편입(지분매수),학생창업,벤처기업,BT, 제 조 업 ,정상운영,2023-02,1,0백만원,
S1721,H063,단독설립,교수창업,벤처기업, iT ,제조업,정상운영,2020-12,4,0백만원,-100.0
S1722,H025,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-03,5,0백만원,-125.0
S1723,H029,단독설립,기타,해당없음,ET,정보통신업,정상운영,2016-06,8,0백만원,
S1724,H018,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2017-12,7,0백만원,-58.0
S1725,H020,지분편입(지분매수),전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2017-04,7,0백만원,-23.0
S1726,H010,합작설립,교수창업,벤처기업,BT,제조업,정상운영,2022-09,2,0백만원,-39.0
S1727,H038,단독설립,학생창업,해당없음,IT, 제 조 업 ,정상운영,2021-10,3,"2,206백만원",-115.0
S1728,H013,지분편입(지분매수),기타,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2016-03,8,,76.0
S1729,H065,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,ET,전문과학및기술서비스업,정상운영,2021-02,3,0백만원,-37.0
S1730,H070,지분편입(유상증자),교수창업,벤처기업,IT,정보통신업,정상운영,2023-09,1,0백만원,-80.0
S1731,H068,합작설립,기타,해당없음,IT,전문과학및기술서비스업,정상운영,2018-12,6,"2,247백만원",-13.0
